,price
0,0.019265573770491803
1,0.06072131147540984
2,0.013770491803278688
3,0.06937704918032786
4,0.05704918032786885
5,0.15081967213114755
6,0.023934426229508192
7,0.02843934426229508
8,0.02026229508196721
9,0.03252459016393442
10,0.07704918032786885
11,0.05154098360655737
12,0.030819672131147537
13,0.04262295081967213
14,0.05967213114754098
15,0.07540983606557376
16,0.0419672131147541
17,0.05377049180327868
18,0.014950819672131148
19,0.02032786885245902
20,0.04065573770491803
21,0.25245901639344265
22,0.027540983606557372
23,0.023304918032786885
24,0.03331147540983606
25,0.020721311475409836
26,0.11304918032786886
27,0.07763934426229507
28,0.04760655737704918
29,0.08445901639344262
30,0.06629508196721311
31,0.02688524590163934
32,0.08032786885245902
33,0.06032786885245901
34,0.03245901639344262
35,0.08144262295081967
36,0.06229508196721312
37,0.0740983606557377
38,0.02163934426229508
39,0.06950819672131148
40,0.0721311475409836
41,0.09180327868852459
42,0.10321180327868852
43,0.08
44,0.030688524590163933
45,0.05416393442622951
46,0.017769180327868853
47,0.09311475409836065
48,0.04918032786885246
49,0.16721311475409836
50,0.020065573770491806
51,0.03540983606557377
52,0.06885245901639345
53,0.06688524590163934
54,0.11081967213114755
55,0.1062295081967213
56,0.028524590163934424
57,0.02963934426229508
58,0.11488524590163934
59,0.046557377049180323
60,0.07540983606557376
61,0.0280655737704918
62,0.05639344262295082
63,0.0621639344262295
64,0.04590163934426229
65,0.03181967213114754
66,0.11803278688524589
67,0.027803278688524585
68,0.016918032786885244
69,0.1639344262295082
70,0.12655737704918035
71,0.032786885245901634
72,0.06504918032786886
73,0.037377049180327866
74,0.035934426229508196
75,0.09934426229508196
76,0.04
77,0.05311475409836065
78,0.043934426229508196
79,0.08459016393442623
80,0.04131147540983606
81,0.037377049180327866
82,0.036721311475409836
83,0.03685245901639344
84,0.031475409836065574
85,0.11344262295081967
86,0.030163934426229506
87,0.05062295081967213
88,0.018360655737704915
89,0.0340983606557377
90,0.022098360655737705
91,0.1344104918032787
92,0.01022950819672131
93,0.046557377049180323
94,0.08196721311475409
95,0.10885245901639344
96,0.02262295081967213
97,0.016262295081967214
98,0.031344262295081964
99,0.047540983606557376
100,0.10174819672131147
101,0.06295081967213115
102,0.08196065573770492
103,0.13285245901639345
104,0.02819672131147541
105,0.039344262295081964
106,0.050491803278688525
107,0.014885245901639343
108,0.07934426229508197
109,0.051803278688524586
110,0.06855737704918033
111,0.06491803278688524
112,0.02590163934426229
113,0.03343606557377049
114,0.05311475409836065
115,0.08727868852459016
116,0.05816393442622951
117,0.01710491803278688
118,0.012695081967213114
119,0.06032786885245901
120,0.07672131147540984
121,0.04150819672131147
122,0.0419672131147541
123,0.04852459016393442
124,0.09114754098360656
125,0.18032786885245902
126,0.04852459016393442
127,0.024262295081967214
128,0.0980327868852459
129,0.046557377049180323
130,0.017967213114754098
131,0.07678688524590163
132,0.09298360655737704
133,0.049606032786885246
134,0.07868852459016393
135,0.016262295081967214
136,0.01901639344262295
137,0.04944262295081967
138,0.040327868852459016
139,0.058354098360655735
140,0.07737704918032787
141,0.05937049180327869
142,0.017049180327868854
143,0.04524590163934426
144,0.05573770491803279
145,0.11101639344262294
146,0.10688524590163934
147,0.046557377049180323
148,0.024
149,0.05718032786885245
150,0.059956721311475406
151,0.06360655737704918
152,0.027272131147540984
153,0.28524590163934427
154,0.0360655737704918
155,0.018360655737704915
156,0.07540983606557376
157,0.032131147540983604
158,0.022557377049180323
159,0.032131147540983604
160,0.023606557377049177
161,0.04760655737704918
162,0.10819672131147541
163,0.047999999999999994
164,0.04524590163934426
165,0.038688524590163934
166,0.025567213114754093
167,0.09601311475409836
168,0.07580327868852459
169,0.03888524590163934
170,0.02740983606557377
171,0.025836065573770488
172,0.03121311475409836
173,0.11049180327868852
174,0.07842622950819672
175,0.04590163934426229
176,0.04261639344262295
177,0.04065573770491803
178,0.025567213114754093
179,0.03344262295081967
180,0.024262295081967214
181,0.051803278688524586
182,0.06740983606557377
183,0.011606557377049178
184,0.09967213114754098
185,0.1337704918032787
186,0.02544262295081967
187,0.06360655737704918
188,0.07081967213114754
189,0.06690990163934427
190,0.030163934426229506
191,0.012059016393442623
192,0.09495081967213115
193,0.04262295081967213
194,0.02032786885245902
195,0.02385350819672131
196,0.04563934426229508
197,0.051147540983606556
198,0.04786885245901639
199,0.04065573770491803
200,0.017704918032786884
201,0.029114754098360653
202,0.051803278688524586
203,0.019868852459016394
204,0.026131147540983606
205,0.10032786885245902
206,0.07906885245901639
207,0.04590163934426229
208,0.013803278688524588
209,0.051016393442622945
210,0.032131147540983604
211,0.07219724590163934
212,0.06786885245901639
213,0.051147540983606556
214,0.05272131147540983
215,0.02688524590163934
216,0.18754098360655738
217,0.04863449180327869
218,0.13075409836065574
219,0.05140983606557377
220,0.0801311475409836
221,0.02687868852459016
222,0.05927868852459016
223,0.032786885245901634
224,0.03318032786885246
225,0.04131147540983606
226,0.05310819672131148
227,0.024911475409836063
228,0.02098360655737705
229,0.05790163934426229
230,0.0760655737704918
231,0.05573770491803279
232,0.031475409836065574
233,0.0180983606557377
234,0.05245901639344262
235,0.12459016393442622
236,0.044721311475409836
237,0.043934426229508196
238,0.09508196721311475
239,0.0520655737704918
240,0.019672131147540982
241,0.017704918032786884
242,0.04983606557377049
243,0.019672131147540982
244,0.05311475409836065
245,0.03777049180327868
246,0.3049180327868853
247,0.013901639344262294
248,0.022950819672131147
249,0.053245901639344256
250,0.024262295081967214
251,0.04983606557377049
252,0.044590163934426226
253,0.036
254,0.02229508196721311
255,0.06786885245901639
256,0.04065573770491803
257,0.031475409836065574
258,0.023606557377049177
259,0.08104918032786886
260,0.09245901639344262
261,0.021245901639344263
262,0.05901639344262295
263,0.04590163934426229
264,0.03867540983606557
265,0.02819672131147541
266,0.027540983606557372
267,0.044590163934426226
268,0.02590163934426229
269,0.3704918032786885
270,0.16918032786885248
271,0.047344262295081964
272,0.017704918032786884
273,0.021114754098360652
274,0.033573770491803274
275,0.038032786885245896
276,0.04918032786885246
277,0.09114754098360656
278,0.04983606557377049
279,0.04327868852459016
280,0.030150819672131145
281,0.012459016393442624
282,0.25901639344262295
283,0.09245901639344262
284,0.03344262295081967
285,0.038688524590163934
286,0.05140983606557377
287,0.04327868852459016
288,0.07868852459016393
289,0.05573770491803279
290,0.04131134426229508
291,0.07278688524590164
292,0.037377049180327866
293,0.06622950819672131
294,0.06229508196721312
295,0.10544262295081967
296,0.024918032786885244
297,0.04872131147540983
298,0.043147540983606555
299,0.02524590163934426
300,0.39344262295081966
301,0.0340983606557377
302,0.06570491803278689
303,0.017525639344262295
304,0.031475409836065574
305,0.08524590163934426
306,0.06229508196721312
307,0.07026229508196721
308,0.062386885245901635
309,0.07737704918032787
310,0.09954098360655737
311,0.016524590163934427
312,0.3028196721311476
313,0.17167213114754099
314,0.1737704918032787
315,0.030163934426229506
316,0.054032786885245904
317,0.04131147540983606
318,0.0620327868852459
319,0.025409836065573767
320,0.09769180327868852
321,0.05836065573770492
322,0.02032786885245902
323,0.02163934426229508
324,0.020590163934426226
325,0.02170491803278688
326,0.026226229508196718
327,0.08721311475409836
328,0.014606557377049181
329,0.09377049180327869
330,0.10557377049180328
331,0.02675409836065574
332,0.02885245901639344
333,0.0740983606557377
334,0.11344262295081967
335,0.024262295081967214
336,0.06359344262295082
337,0.09396721311475409
338,0.024918032786885244
339,0.02229508196721311
340,0.05377049180327868
341,0.07986885245901638
342,0.04590163934426229
343,0.030767213114754097
344,0.06259016393442622
345,0.01180327868852459
346,0.021626229508196718
347,0.032131147540983604
348,0.01725901639344262
349,0.040918032786885244
350,0.029377049180327866
351,0.10229508196721311
352,0.031475409836065574
353,0.047540983606557376
354,0.02321311475409836
355,0.039344262295081964
356,0.029508196721311476
357,0.04524590163934426
358,0.10819672131147541
359,0.07933114754098361
360,0.05088524590163934
361,0.04
362,0.03337704918032787
363,0.06950163934426229
364,0.09442622950819672
365,0.051147540983606556
366,0.07842622950819672
367,0.09639344262295081
368,0.09311475409836065
369,0.034491803278688525
370,0.02688524590163934
371,0.031475409836065574
372,0.05967213114754098
373,0.04
374,0.029114754098360653
375,0.08590163934426229
376,0.04918032786885246
377,0.02622950819672131
378,0.0681967213114754
379,0.04721311475409836
380,0.025573770491803274
381,0.11475409836065574
382,0.04118032786885246
383,0.06360655737704918
384,0.16721311475409836
385,0.09495081967213115
386,0.038098360655737705
387,0.02325901639344262
388,0.043140983606557375
389,0.04065573770491803
390,0.03540983606557377
391,0.05442622950819671
392,0.03344262295081967
393,0.11173770491803278
394,0.13678688524590166
395,0.03344262295081967
396,0.05967213114754098
397,0.038032786885245896
398,0.039836065573770486
399,0.025560655737704913
400,0.06321311475409835
401,0.037377049180327866
402,0.03632786885245901
403,0.047475409836065574
404,0.03245901639344262
405,0.07540983606557376
406,0.04918032786885246
407,0.02668852459016393
408,0.038026229508196716
409,0.10032786885245902
410,0.02531147540983606
411,0.05803724590163935
412,0.07317049180327868
413,0.0659016393442623
414,0.03462295081967213
415,0.06491803278688524
416,0.0640655737704918
417,0.04563934426229508
418,0.036721311475409836
419,0.19344262295081968
420,0.05337704918032786
421,0.0721311475409836
422,0.06072131147540984
423,0.04
424,0.039344262295081964
425,0.02229508196721311
426,0.030819672131147537
427,0.16065573770491803
428,0.04222950819672131
429,0.038032786885245896
430,0.03324590163934426
431,0.11973770491803278
432,0.12131147540983607
433,0.021245901639344263
434,0.05901639344262295
435,0.08839344262295082
436,0.08491803278688524
437,0.10072131147540983
438,0.04760655737704918
439,0.06596721311475409
440,0.020059016393442625
441,0.01586885245901639
442,0.0742295081967213
443,0.0360655737704918
444,0.017049180327868854
445,0.04262295081967213
446,0.12524590163934426
447,0.05639344262295082
448,0.05245901639344262
449,0.05836065573770492
450,0.18032786885245902
451,0.03390163934426229
452,0.020590163934426226
453,0.0808
454,0.09652459016393443
455,0.06242622950819672
456,0.055278688524590155
457,0.08262295081967212
458,0.06596721311475409
459,0.023606557377049177
460,0.1278688524590164
461,0.035803278688524585
462,0.02032786885245902
463,0.037311475409836065
464,0.03344262295081967
465,0.0006557377049180319
466,0.051147540983606556
467,0.032786885245901634
468,0.03481967213114754
469,0.035081967213114754
470,0.02831475409836065
471,0.10409180327868853
472,0.14740983606557378
473,0.14098360655737707
474,0.10293770491803278
475,0.05836065573770492
476,0.050491803278688525
477,0.04772773770491803
478,0.031475409836065574
479,0.06754098360655737
480,0.03980327868852459
481,0.03324590163934426
482,0.1016327868852459
483,0.05901639344262295
484,0.1718032786885246
485,0.02885245901639344
486,0.1300983606557377
487,0.01743606557377049
488,0.08195409836065573
489,0.1580327868852459
490,0.04944262295081967
491,0.038688524590163934
492,0.020590163934426226
493,0.07802622950819672
494,0.04229508196721311
495,0.05442622950819671
496,0.08524590163934426
497,0.029377049180327866
498,0.0721311475409836
499,0.047540983606557376
500,0.07540983606557376
501,0.05245901639344262
502,0.035016393442622945
503,0.14719344262295084
504,0.02688524590163934
505,0.02163934426229508
506,0.05954098360655738
507,0.048131147540983604
508,0.07081967213114754
509,0.18491803278688526
510,0.06688524590163934
511,0.05311475409836065
512,0.1337704918032787
513,0.02819672131147541
514,0.07081967213114754
515,0.029508196721311476
516,0.030557377049180323
517,0.08852459016393442
518,0.28524590163934427
519,0.10688524590163934
520,0.027934426229508195
521,0.015081967213114755
522,0.05770491803278688
523,0.02098360655737705
524,0.02622950819672131
525,0.08557377049180327
526,0.07540983606557376
527,0.2
528,0.038032786885245896
529,0.07698360655737704
530,0.025639344262295076
531,0.016393442622950817
532,0.11737704918032786
533,0.011147540983606557
534,0.016918032786885244
535,0.03711475409836065
536,0.04944262295081967
537,0.0681967213114754
538,0.022819672131147536
539,0.03565901639344262
540,0.26885245901639343
541,0.02688524590163934
542,0.03198531147540983
543,0.05967213114754098
544,0.039344262295081964
545,0.10950819672131147
546,0.09272131147540984
547,0.024255737704918033
548,0.031475409836065574
549,0.018360655737704915
550,0.08262295081967212
551,0.18032786885245902
552,0.04931147540983606
553,0.024393442622950817
554,0.0420983606557377
555,0.08524590163934426
556,0.2459016393442623
557,0.021377049180327866
558,0.08852459016393442
559,0.033639344262295076
560,0.050491803278688525
561,0.04327213114754098
562,0.10557377049180328
563,0.10334426229508197
564,0.07392786885245901
565,0.04721311475409836
566,0.024262295081967214
567,0.07822950819672131
568,0.07016393442622951
569,0.04327868852459016
570,0.03460983606557377
571,0.08459016393442623
572,0.048131147540983604
573,0.07540983606557376
574,0.024721311475409832
575,0.029508196721311476
576,0.025049180327868847
577,0.1121311475409836
578,0.05967213114754098
579,0.013770491803278688
580,0.07134426229508196
581,0.024786885245901634
582,0.08590163934426229
583,0.04773770491803279
584,0.02537704918032787
585,0.03344262295081967
586,0.0740983606557377
587,0.10819672131147541
588,0.038688524590163934
589,0.08
590,0.05639344262295082
591,0.024918032786885244
592,0.02819672131147541
593,0.02898360655737705
594,0.037377049180327866
595,0.02170491803278688
596,0.03901639344262295
597,0.0681967213114754
598,0.05770491803278688
599,0.15016393442622952
600,0.056655737704918024
601,0.04261639344262295
602,0.014426229508196721
603,0.050491803278688525
604,0.04727868852459016
605,0.05167213114754098
606,0.059803278688524586
607,0.048327868852459016
608,0.01940983606557377
609,0.06754098360655737
610,0.03475409836065574
611,0.07540983606557376
612,0.06014426229508196
613,0.08131147540983606
614,0.021901639344262293
615,0.04590163934426229
616,0.05901639344262295
617,0.05377049180327868
618,0.013114754098360654
619,0.017704918032786884
620,0.024262295081967214
621,0.06583606557377049
622,0.016393442622950817
623,0.06950819672131148
624,0.032786885245901634
625,0.028131147540983607
626,0.0636
627,0.12688524590163935
628,0.061442622950819675
629,0.05311475409836065
630,0.018754098360655738
631,0.06426229508196721
632,0.04612459016393442
633,0.07540983606557376
634,0.06124590163934426
635,0.044590163934426226
636,0.01822950819672131
637,0.02229508196721311
638,0.031409836065573765
639,0.13704918032786886
640,0.03973770491803279
641,0.030163934426229506
642,0.0681967213114754
643,0.08583606557377049
644,0.046557377049180323
645,0.02163934426229508
646,0.06163934426229507
647,0.05967213114754098
648,0.010754098360655736
649,0.04590163934426229
650,0.01901639344262295
651,0.058491803278688526
652,0.032786885245901634
653,0.06852459016393442
654,0.034360655737704915
655,0.12131147540983607
656,0.39278688524590166
657,0.05508196721311476
658,0.08826229508196722
659,0.10662295081967213
660,0.025560655737704913
661,0.055278688524590155
662,0.05245901639344262
663,0.03108196721311475
664,0.03252459016393442
665,0.033573770491803274
666,0.03029508196721311
667,0.0760655737704918
668,0.02819672131147541
669,0.1540983606557377
670,0.050491803278688525
671,0.04721311475409836
672,0.07724590163934426
673,0.10360655737704917
674,0.04065573770491803
675,0.055344262295081964
676,0.02688524590163934
677,0.014819672131147541
678,0.05291803278688524
679,0.14032786885245901
680,0.019278688524590165
681,0.09495081967213115
682,0.07015081967213115
683,0.04432786885245901
684,0.04262295081967213
685,0.0954152131147541
686,0.032131147540983604
687,0.056655737704918024
688,0.040983606557377046
689,0.0420983606557377
690,0.03908196721311475
691,0.18490491803278689
692,0.037363934426229505
693,0.043934426229508196
694,0.08065573770491803
695,0.02229508196721311
696,0.08196721311475409
697,0.02531147540983606
698,0.019672131147540982
699,0.11868852459016392
700,0.09442622950819672
701,0.015737704918032787
702,0.05311475409836065
703,0.05377049180327868
704,0.0072131147540983615
705,0.032786885245901634
706,0.04786885245901639
707,0.06229508196721312
708,0.030819672131147537
709,0.05967213114754098
710,0.04131147540983606
711,0.022032786885245896
712,0.0739672131147541
713,0.018360655737704915
714,0.04327868852459016
715,0.022950819672131147
716,0.04334426229508197
717,0.04944262295081967
718,0.08590163934426229
719,0.025180327868852458
720,0.028190163934426228
721,0.06426229508196721
722,0.19711475409836066
723,0.07357377049180328
724,0.0360655737704918
725,0.032131147540983604
